barcode	trs_raw	trs_cap_01	trs_cap_1	trs_cap_5	celltype
BMM_R2_9359	0.277667788275558	0.607663498999972	0.833083163802996	1.16216697811708	11_CD14.Mono.1
BMM_R2_9360	0.600052760879515	1.31318854997606	1.80033073186773	2.51149587121029	08_GMP.Neut
BMM_R2_9362	0.181452072704819	0.397099721524714	0.544408365645659	0.75946010272954	12_CD14.Mono.2
BMM_R2_949	0.307103969040808	0.672083260154462	0.921400165765982	1.28537088829952	11_CD14.Mono.1
BMM_R2_9363	1.76698972906691	3.86697775831396	5.30147700257401	5.66983846226515	02_Early.Eryth
BMM_R2_1248	0.435811150088315	0.953753152321194	1.30755869807947	1.82406944094368	07_GMP
BMM_R2_9364	0.223522377126853	0.489168695559674	0.670631369501192	0.935543611955679	12_CD14.Mono.2
BMM_R2_9365	0.17243133437178	0.37735824033577	0.517343558175557	0.72170417765807	12_CD14.Mono.2
BMM_R2_9366	0.541753020482627	1.1856021833313	1.62541475590823	2.26748473278172	05_CMP.LMPP
BMM_R2_9367	0.448843381866599	0.982273606967202	1.34665913874885	1.87861530497044	07_GMP
BMM_R2_9368	0.271094710510418	0.593278613166545	0.81336204147003	1.13465563454106	11_CD14.Mono.1
BMM_R2_9369	0.613671272650041	1.3429920520857	1.8411901810049	2.56849558575801	04_Early.Baso
BMM_R2_9370	0.36955012623901	0.808743873968635	1.1087565837686	1.54673668177801	16_Pre.B
BMM_R2_931	0.471538922572507	1.03194177972393	1.41475228334052	1.97360654656431	15_CLP.2
BMM_R2_9371	0.376481657532093	0.823913219268432	1.12955316970139	1.5757483176852	11_CD14.Mono.1
BMM_R2_9372	0.485241746636062	1.06192979550478	1.45586469358731	2.0309591467075	08_GMP.Neut
BMM_R2_9373	0.429657649476406	0.940286492266193	1.28909642778853	1.79831422009002	07_GMP
BMM_R2_9374	0.408809344791618	0.894660912678245	1.22654552213758	1.71105450802598	22_CD4.M
BMM_R2_9375	0.481964102701888	1.05475681878362	1.44603081982234	2.01724070435601	07_GMP
BMM_R2_9376	0.609486140642222	1.33383307842353	1.8286335822159	2.55097888982163	05_CMP.LMPP
BMM_R2_9377	1.11686481228069	2.44420854127633	3.35091541274373	4.67459121533183	09_pDC
BMM_R2_322	0.174009470323284	0.380811920073503	0.522078419570734	0.728309400039851	12_CD14.Mono.2
BMM_R2_9378	0.0911897564709387	0.199564691440169	0.273595476446994	0.381670932632238	11_CD14.Mono.1
BMM_R2_9379	0.722756068562483	1.58171923460667	2.16847591863377	3.02506546162085	20_CD4.N1
BMM_R2_1056	0.159764976410688	0.349638484126292	0.479340844106268	0.668689663274489	05_CMP.LMPP
BMM_R2_6662	0.359749956575481	0.787296642276701	1.07935325830617	1.50571847929355	09_pDC
BMM_R2_9380	0.305617127217695	0.668829373521435	0.916939212993009	1.2791477736947	16_Pre.B
BMM_R2_9382	0.532973187264621	1.16638791218007	1.59907273301698	2.23073710604866	22_CD4.M
BMM_R2_4563	0.450912791289263	0.986802416658991	1.35286796174465	1.88727673203103	07_GMP
BMM_R2_9383	0.284575753851396	0.622781271784689	0.853809045811498	1.19107998069497	16_Pre.B
BMM_R2_9384	0.438159103504088	0.958891543046954	1.31460323310538	1.83389670230127	16_Pre.B
BMM_R2_9385	0.115830769799747	0.253490443761964	0.347525598016958	0.484804868966489	12_CD14.Mono.2
BMM_R2_9386	0.8294795873893	1.81527886814808	2.48867714639808	3.47175231046013	05_CMP.LMPP
BMM_R2_4561	1.38128031009646	3.02286999707724	4.14423789659015	5.66983846226515	02_Early.Eryth
BMM_R2_9387	0.405429040511745	0.887263268395669	1.21640363783194	1.69690638506778	22_CD4.M
BMM_R2_9388	0.455198993001805	0.996182576836151	1.36572779869426	1.90521645101248	11_CD14.Mono.1
BMM_R2_9390	0.350766669415614	0.767637121300255	1.05240081511868	1.46811930454959	11_CD14.Mono.1
